Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,Year
HACIENDO QUE ME AMAS,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,2020-11-27,QMFME2066843,3384,23.6,391087418,53386,13266439,66.0,367082304,2697123,6576,12303446,88351589,3881,16.0,10,,23.0,26018,2.0,19231071,3418,897314,1,2020
Little Things,Little Things,Jorja Smith,2023-05-11,QM4TX2344810,3380,23.6,46615691,29693,4972570,54.0,6255853,83064,250198,50398483,758814572,55794,44.0,15021,11,10.0,48863,12.0,380027,222,591008,0,2023
Dead Man Walking,Dead Man Walking,Brent Faiyaz,2020-09-18,QM24S2006908,3382,23.6,390893607,109900,16744963,66.0,94620680,974740,29802,58116176,368523039,1642953,32.0,1122,6,3.0,8243,6.0,12496672,4523,927120,1,2020
Mil Preguntas,Mil Preguntas,Q' Lokura,2024-04-11,QM6MZ2414114,3385,23.6,11700613,954,5000862,67.0,27516261,109140,,,,,1.0,88,,6.0,287421,,,,15738,0,2024
La ï¿½ï¿½ltima Vez (Yo Te Per,La ï¿½ï¿½ltima Vez (Yo Te Perdï¿½ï¿½) ,,2024-05-02,MX2832415361,3381,23.6,,,,,,,,,,,,,,,,,,,1606561,0,2024
Girls Need Love (with Drake) - Remix,Last Day Of Summer,Summer Walker,2018-10-19,USUM71903117,3375,23.6,625999943,100418,27719646,73.0,,,356553,51219101,415561032,,50.0,508,18,16.0,107447,7.0,123803373,45985,3138768,1,2018
Ball If I Want To,Ball If I Want To,DaBaby,2021-06-18,USUM72109804,3418,23.5,216934691,65171,14450198,60.0,70627607,1101053,245749,133687791,1016363322,41724867,33.0,8865,94,15.0,117489,12.0,46773968,16072,603507,1,2021
P*$$Y Fairy (OTW),P*$$Y Fairy (OTW),Jhenï¿½ï¿½ ,2020-01-17,USUM72000367,3394,23.5,188774618,39746,10892506,63.0,175882087,1473683,110353,13089939,91057232,23752121,19.0,83735,69,6.0,13858,8.0,114657478,67868,,1,2020
As It Was,As It Was (Official Video),Harry Styles,2022-03-31,USSM22200594,3410,23.5,3299082422,1,1,,,,,,,,,,,,,,,,,0,2022
dangerous,dangerous,21 Savage,2024-01-10,USSM12309167,3407,23.5,47098347,15845,17899427,,1767046,28517,,,,,7.0,198,,3.0,32708,12.0,1307483,186,85831,1,2024
Ensï¿½ï¿½ï¿½ï¿½ame ,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214887,3398,23.5,348372811,52893,6523487,69.0,106600063,684118,25900,16462263,154007395,99252847,12.0,1956,,,,,8024673,1451,400999,0,2022
Olha a Explosï¿½,O Melhor do Brasil,MC Kevinho,2018-06-14,USHM21860309,3395,23.5,,1,45,,1295405860,9977052,,,,147328763,,,,,,,,,,0,2018
Cake By The Ocean - Cover,Tik Toker Popular Playlist,MUSIC LAB JPN,2023-06-01,TCJPW2320943,3414,23.5,1621055370,1,48,,,,,,,,,,,,,,,,,1,2023
Bellaquita,Bellaquita,Dalex,2019-09-06,QM9WM1900144,3396,23.5,207093355,33813,5671029,55.0,683691095,3379761,333046,52979754,534205330,5645399,17.0,2393,12,2.0,2945,6.0,15446689,6361,361062,1,2019
Limbo,Prestige,Daddy Yankee,2012-01-01,USNPD1200128,3400,23.5,508914869,86239,25204530,70.0,1529347092,6057759,55811,8937199,73318392,341710178,48.0,12567,67,39.0,272601,36.0,200834379,158798,5615561,0,2012
Ah-Bop,Ah-Bop,Gene Ess,2022-10-07,USDY42287367,3390,23.5,,1,30,,359775065,320202,,,,,,1,,,,,,,,0,2022
Tu Perfume,Tu Perfume,Banda MS de Sergio Lizï¿½ï¿½r,2024-02-14,MXB952400003,3416,23.5,18946480,863,5681798,,48584653,212355,,,,140462131,1.0,2842,84,,,6.0,3210010,989,124485,0,2024
Chamkeela Angeelesi,"Chamkeela Angeelesi (From ""Dasara"") (Telugu)",Santhosh Narayanan,2023-03-08,INH102303862,3417,23.5,40358575,1358,1211901,55.0,244162762,1098125,,,,1573017,3.0,8,,,,6.0,,,34515,0,2023
Hayloft II,Inside (Deluxe),Mother Mother,2022-01-28,CAW112100716,3408,23.5,216252006,55274,8810602,70.0,164171809,2843492,1195,345600,3837839,90730940,13.0,7264,14,5.0,6002,13.0,2183502,4605,565511,1,2022
Tormenta (feat. Bad Bunny),Cracker Island,Gorillaz,2023-02-24,GBAYE2200465,3391,23.5,197096592,36980,10871819,62.0,33253817,624663,44998,23983331,327222300,363746,14.0,14389,33,14.0,355332,20.0,2541495,973,509357,1,2023
DJ Got Us Fallin' In Love,Europa FM Presenta Europa Baila,USHER,2010-01-01,USLF21000041,3402,23.5,841183589,178587,102898525,76.0,485860020,3227301,27671,7733399,64589027,188887432,112.0,2137,351,46.0,508592,18.0,793976863,382226,6644459,0,2010
DIE,KMT,Gazo,2022-07-01,FR9W12215357,3393,23.5,168211673,38142,4366481,62.0,112307349,619364,380000,66718830,687903274,,40.0,10122,,19.0,581012,13.0,2128,,874725,1,2022
You and Me,Leo,Shubh,2024-01-05,QMFMG2357542,3406,23.5,52919662,3838,3967859,67.0,58026963,716085,,,,29757537,11.0,113,,2.0,5934,5.0,22851,,161254,0,2024
Please Don't Fall In Love With Me,Please Don't Fall In Love With Me,Khalid,2024-04-05,USRC12400865,3415,23.5,32679509,4502,36934463,,5253434,136619,,,,446313,34.0,1802,30,23.0,1118319,33.0,4267828,549,83997,0,2024
Aullando,"Los Campeones del Pueblo ""The Big Leagues""",Wisin & Yandel,2018-12-14,USSD11800386,3403,23.5,407025386,32596,12353977,62.0,742853552,2408323,41816,1175713,16922902,116399134,31.0,8549,51,11.0,177733,11.0,87201744,19602,1862363,0,2018
El Incomprendido,El Incomprendido,Farruko,2021-09-30,USSD12100701,3412,23.5,186233910,58393,11050675,55.0,114487705,1160464,51939,5919470,95822904,6639701,46.0,51359,24,23.0,365413,19.0,22544548,5093,2989432,1,2021
23,"23 (feat. Miley Cyrus, Wiz Khalifa & Juicy J) - Single",Mike WiLL Made-It,2013-01-01,USUM71312049,3409,23.5,339514083,62118,14714742,63.0,1077541932,5697309,791577,18838361,164169789,149601135,26.0,5802,,12.0,40463,20.0,205205235,501321,4621402,1,2013
Guay,Guay,Ozuna,2024-04-18,QM6MZ2440135,3392,23.5,25134764,3004,39535866,73.0,7120990,109558,,412,3319,2563216,22.0,2941,,23.0,2273951,21.0,955530,51,104141,0,2024
Poesia Acï¿½ï¿½stica #6: Era uma,Poesia Acï¿½ï¿½stica #6: Era uma,Pineapple StormTv,2018-12-24,US7VG1878876,3397,23.5,290101322,29494,7278455,66.0,895286211,5619411,,,,5780216,7.0,304,,22.0,196695,9.0,,,305405,1,2018
Swang,SremmLife 2 (Deluxe),Rae Sremmurd,2016-08-12,USUM71603303,3405,23.5,658051344,128507,19018702,66.0,502542395,3470603,310468,28258632,172756577,33622630,65.0,4896,23,16.0,71832,,138182258,127406,3394835,1,2016
Broke Boys,Her Loss,Drake,2022-11-04,USUG12208608,3399,23.5,143220845,57819,6493900,61.0,17892665,186286,8535,2306269,26577093,,4.0,57,8,3.0,2699,12.0,11161976,2938,333934,1,2022
SMOKE IT OFF!,SMOKE IT OFF!,Lumi Athena,2022-11-22,QZTB32217762,3389,23.5,185817317,28912,4118167,69.0,115720244,1632608,125310,30612777,237465039,20301,1.0,,,1.0,12642,,661275,2151,675371,1,2022
Night Bus,Night Bus,KIDS,2022-12-09,DGA072230399,3401,23.5,5316,9,219,,307185270,750059,,,,,,1,,,,,,,3,0,2022
bad idea right?,bad idea right?,Olivia Rodrigo,2023-08-11,USUG12305006,3413,23.5,432831676,2667,913630,,,,,,,,14.0,98159,,4.0,28068,,,,,0,2023
What They Want,What They Want,Russ,2016-07-28,USSM11606200,3404,23.5,569767392,102907,12253671,68.0,468513022,3937324,539686,137326889,1026583434,16982165,65.0,715,,25.0,25133,,301411280,105587,3181996,1,2016
All of Me - Radio Edit,"ýý3 Greatest Hits, Vol. 66",John Legend,2014-06-27,USSM11400599,3411,23.5,2379787239,362,74085,20.0,11365291,74275,,,,,4.0,1684,,1.0,175,,,,,0,2014
Corazï¿½ï¿½n F,Corazï¿½ï¿½n Frï¿½ï¿½o ,Jasiel Nuï¿½ï,2023-10-12,QMDA72384363,3420,23.4,79485128,6458,10455834,,53649480,398179,5556,2005258,13574747,,4.0,,,2.0,70889,5.0,2343674,370,399160,0,2023
Take Care,Take Care (Deluxe),Drake,2011-11-15,USCM51100547,3431,23.4,622498643,110679,26798475,70.0,454602464,2153347,23770,11732654,82945578,164634951,93.0,180,10,17.0,485892,24.0,499293917,876303,5506262,1,2011
A Sky Full of Stars,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Coldplay,2014-01-01,GBAYE1400217,3421,23.4,1490987063,203270,92755562,81.0,395515510,2684342,971368,157727782,1583375110,8447636,12.0,167558,136,308.0,906029,39.0,,,,0,2014
Smack That - Dirty,Smack That (feat. Eminem),Akon,2006-01-01,USUM70609036,3422,23.4,1023825031,204464,51055833,80.0,1251716030,8866662,,279003,1957205,397519323,37.0,28439,,24.0,316904,25.0,256334581,398868,5885853,1,2006
Ramen & OJ,Ramen & OJ,Joyner Lucas,2021-04-30,QZES92173120,3423,23.4,260117606,92337,16647767,63.0,104323081,1049129,10100,1200633,12058693,192238093,18.0,1030,6,8.0,1413471,6.0,17681699,10893,1320861,1,2021
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Arhbo (Music from the Fifa World Cup Qatar 2022 Official Soundtrack) [feat. FIFA Sound] - Single,Ozuna,2022-08-19,QZNMV2235460,3427,23.4,49549021,10601,3845428,33.0,119899690,1194687,1100000,183128923,3499011841,75508012,5.0,10656,,4.0,159369,3.0,118911,689,1090933,0,2022
MEGAVERSE,ROCK-STAR,Stray Kids,2023-11-10,US5TA2300150,3426,23.4,71016852,6500,2233993,,68206031,1896395,,1691624,6003993,46394991,1.0,77,,1.0,21714,,556367,1174,120216,0,2023
Come See Me,Come See Me - Single,Rod Wave,2023-09-01,USQX92305090,3428,23.4,28876525,6626,1303808,,22591925,181723,22448,3568216,28824932,174302192,8.0,52,,8.0,245881,12.0,3335211,3246,102901,1,2023
Cool With You,NewJeans 2nd EP 'Get Up',NewJeans,2023-07-21,USA2P2330072,3425,23.4,165916276,17423,3301778,70.0,52705822,887461,43015,13217486,92644726,9441934,6.0,4205,31,3.0,65546,30.0,570444,456,139260,0,2023
Dark Matter,Dark Matter,Pearl Jam,2024-02-13,USUG12309749,3430,23.4,11776885,2274,7617471,,1925268,46321,,,,3129371,21.0,48334,45,12.0,112918,21.0,1653373,573,154162,0,2024
Shameless,Shameless,Camila Cabello,2019-09-05,USSM11905431,3419,23.4,524463179,59700,20404459,76.0,297234963,4259163,330599,142205855,1255373850,95023763,35.0,3430,,16.0,139963,14.0,30216738,24668,4462173,0,2019
New Freezer (feat. Kendrick Lamar),New Freezer (feat. Kendrick Lamar),Rich The Kid,2017-09-25,USUM71708973,3424,23.4,317302250,59316,12635825,54.0,113727264,1143446,169932,44327209,286048019,4852424,63.0,7340,140,14.0,29601,6.0,87899940,48970,2007712,1,2017
GTA.mp3,GTA.mp3,Emilia,2023-09-07,USSD12300253,3429,23.4,103722826,13322,11067087,,55495034,291171,90830,8610012,81845600,413657,16.0,7582,251,22.0,447202,17.0,152649,,105207,0,2023
Dembow,Dembow,Danny Ocean,2017-12-08,USWL11700269,3441,23.3,579189526,60397,11805084,65.0,828853696,3086157,84450,21202350,158504854,199705679,34.0,5406,9,20.0,37649,12.0,6723858,7832,1619550,0,2017
WAKE UP!,WAKE UP!,MoonDeity,2022-08-05,QM6N22283397,3435,23.3,152307497,35409,17925243,67.0,154243444,1898082,20600,13109944,120806447,21795577,10.0,,,2.0,83044,,612716,648,1106286,1,2022
ECHOES: Cala Boca Menino,Echoes,Fire! Orchestra,2023-04-14,NOFGR2331100,3438,23.3,11960,69,4543,2.0,234911523,836587,,,,,,7,,,,,,,,0,2023
Dembow,Dembow,Danny Ocean,2017-12-08,USWL11700269,3441,23.3,579189526,60397,11805084,65.0,828853696,3086157,84450,21202350,158504854,199705679,34.0,5406,9,20.0,37649,12.0,6723858,7832,1619550,0,2017
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401049,3437,23.3,210385853,418,1952536,,,,,,,,69.0,7,,9.0,51872,,,,,0,2024
Fast,Death Race For Love (Bonus Track Version),Juice WRLD,2019-03-08,USUG11900385,3450,23.3,392674468,73288,11414109,62.0,119252275,1233579,157773,6752332,39728302,45827043,27.0,2,,5.0,96571,7.0,14217098,31942,780444,1,2019
Come and See Me (feat. Drake),Come and See Me (feat. Drake),PARTYNEXTDOOR,2016-03-23,USWB11600360,3436,23.3,609032900,93938,19349153,66.0,176053242,1338088,29280,6397249,38686929,45597343,27.0,7568,65,45.0,36409,19.0,,,2529532,1,2016
Myself,COSMIC,Bazzi,2018-04-12,USAT21801524,3443,23.3,279105227,46745,6489845,59.0,138981651,2563777,5018008,375872882,4596936089,21471340,16.0,625,,12.0,52562,3.0,37479569,28483,2446779,0,2018
Muï¿½ï¿½,Muï¿½ï¿½ecas - Si,TINI,2023-01-12,USHR12244823,3440,23.3,162551255,20554,11413592,57.0,159174916,713718,,,,5714999,13.0,6446,270,23.0,190116,29.0,355966,99,,0,2023
"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix","BESAME (feat. Tiago PZK, Khea & Neo Pistea) [Remix]",Bhavi,2024-04-16,BK4DA2410627,3444,23.3,66225764,4531,17931371,78.0,,,,,,,6.0,332,,4.0,286644,9.0,,,103512,1,2024
LOCO,CRAZY IN LOVE,ITZY,2021-09-24,US5TA2100051,3451,23.3,259023338,21380,4116327,63.0,381462973,6675316,134789,161181653,909400567,140676480,13.0,1395,136,1.0,492,19.0,1484382,1278,,0,2021
Life's A Mess (feat. Halsey),Life's A Mess (feat. Halsey),Juice WRLD,2020-07-06,USUG12002091,3442,23.3,319737440,63731,10636802,61.0,108796209,1558911,8422,1394175,11172071,436544,20.0,99,,9.0,94300,6.0,31215577,10159,375289,1,2020
Do I Wanna Know?,Do I Wanna Know?,Arctic Monkeys,2013-01-01,GBCEL1300332,3432,23.3,2188592950,11669,2167817,46.0,1719916219,10641718,,,,276011994,7.0,86851,,11.0,5205,9.0,,,,0,2013
Have Mercy,Have Mercy,Chlï¿½,2021-09-10,USSM12105357,3445,23.3,202781631,32888,14372026,60.0,1271445,21984,673047,323827842,2410282562,4761746,44.0,119001,1447,14.0,77824,35.0,67145429,19010,1690643,1,2021
Cake By The Ocean - Cover,FOLIAGE PLANT selected by KIKO,epi records,2023-02-16,TCJPU2357716,3537,23.3,1614203949,1,,,,,,,,,,,,,,,,,,1,2023
Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),benny blanco,2022-08-05,USUM72210832,3449,23.3,259730016,21452,21180923,62.0,102357127,3788945,168727,98491449,597069529,3913529220,37.0,86708,51,17.0,489652,25.0,9835348,1046,858779,0,2022
Yebbaï¿½ï¿½ï¿½s Hear,Certified Lover Boy,Drake,2021-09-03,USUG12104407,3448,23.3,349849639,81889,12970647,71.0,59701089,650033,96428,61939371,352584596,21631984,13.0,12,8,6.0,175258,3.0,6377789,7857,1419180,1,2021
Drums (Feat. Kim Petras),Drums (Feat. Kim Petras),James Hype,2023-10-06,GBUM72308471,3434,23.3,48573000,12116,42703266,,10575780,130509,583,184636,7526758,49677185,26.0,49396,176,33.0,548530,17.0,424106,177,773165,0,2023
El Avioncito,El Avioncito,Giblack,2021-10-28,ESA011561085,3447,23.3,11569095,3147,419656,41.0,134929794,751052,2517500,382042979,5210740180,3330686,4.0,1816,,3.0,53234,,31084,610,226882,0,2021
Handle On You,Handle On You,Parker McCollum,2022-08-05,USUM72211050,3439,23.3,103858433,17543,4890850,63.0,23571548,127913,5710,2180810,32959012,349600,18.0,203279,31,2.0,87391,16.0,35876540,3647,481957,0,2022
"Non, je ne regrette rien",Edith Piaf Essentials : The Greatest Hits of the Most Popular French Singer,ýýdith Piaf,2024-05-07,FR6F32336520,3433,23.3,168750749,1,1,19.0,,,,,,,,,,,,,,,,0,2024
Montagem - Pr Funk,Montagem - Pr Funk - Single,BARATO NATION,2023-12-27,IEWNY2348674,3867,23.2,332936854,6,22,,,,,,,,,,,,,,,,,0,2023
Tunnel Vision,Tunnel Vision,Kodak Black,2017-02-17,USAT21700379,3477,23.2,654828389,139540,20919688,68.0,97450066,884775,122425,10413135,86649600,949109,75.0,7257,15,19.0,55211,9.0,312321561,209828,3010996,1,2017
White Tee (with NO1-NOAH),Life On Earth - EP,Summer Walker,2020-07-10,USUM72013570,3474,23.2,277094824,75966,16182804,63.0,118824965,1513533,299390,71831644,537618525,86473375,18.0,868,36,10.0,50742,,8138349,14923,3474234,1,2020
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,TaitosmitH,2024-03-26,THG012400089,3462,23.2,2759335,248,177260,,40796081,268043,,,,,4.0,55,,,,,,,17660,0,2024
I'm Not The Only One,I'm Not The Only One,Sam Smith,2014-09-11,GBUM71404663,3458,23.2,93040974,10520,1711940,16.0,1663836563,6794854,,,,1467134947,4.0,82591,,6.0,434,,68684032,22433,,0,2014
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,2023-10-05,THSOH2308099,3455,23.2,3872,5,3,,,,917800,4413567,135542729,,,,,,,,,,146,0,2023
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,Chris Jedi,2022-05-20,USUM72201829,3471,23.2,411006233,63319,20006639,67.0,6186421,60126,,,,,29.0,19221,60,12.0,1978603,21.0,18018765,2734,1029664,1,2022
Too Easy,Too Easy,Gunna,2021-09-24,QMCE32100757,3452,23.2,133039977,69577,7803085,54.0,21842375,250732,33573,29171201,241202185,27878588,17.0,19365,401,3.0,7731,9.0,15478634,3139,216542,1,2021
Walking On A Dream,Walking On A Dream,Empire Of The Sun,2008-01-01,AUEI10800039,3476,23.2,923637058,248136,72561268,74.0,326484288,2513872,729463,158541861,1346152082,31766857,180.0,62766,111,88.0,480807,62.0,366981662,229532,9554869,0,2008
Take Two,Take Two,BTS,2023-06-09,USA2P2323050,3461,23.2,259288333,9472,17478821,69.0,40948018,2324228,432500,93022348,503776050,,36.0,10787,4,9.0,91422,18.0,1416625,486,320367,0,2023
Water (Remix),Water (Remix) - Single,Tyla,2023-11-17,USSM12308549,3473,23.2,51588608,14616,7031379,,,,28200,1366281,18843138,,28.0,23379,,11.0,41131,12.0,2832393,1084,274717,0,2023
You Know You Like It,You Know You Like It,DJ Snake,2014-10-14,USUM71414293,3465,23.2,506083686,88997,19591325,65.0,191257884,1917299,22248,8081963,53859932,17749865,105.0,20173,45,38.0,196761,16.0,359711385,126499,14034296,0,2014
Bom Diggy,Bom Diggy - Single,Zack Knight,2017-08-24,QM6P41715585,3464,23.2,55362558,9861,2598056,46.0,1292844409,5695565,75620,3354781,45939694,158638266,3.0,495,,1.0,861,,,,480815,0,2017
Mati-Matian,Mati-Matian - Single,Mahalini,2024-03-29,QZZNV2400046,3472,23.2,52510463,992,9607115,76.0,27329009,200501,,,,,9.0,746,,,,,,,12270,0,2024
Live Another Day,Phonkageddon,Kordhell,2021-08-27,QZMEM2171029,3470,23.2,283108875,69176,20246527,66.0,147447678,1916013,115000,93038797,1067856594,56188,14.0,1,,3.0,91280,1.0,2893729,1198,1365064,1,2021
Ana Ghaltan,Cigara,Bahaa Sultan,2021-12-27,EGA092200106,3468,23.2,8316794,1342,217990,47.0,,,173,15714,307818,,,631,,1.0,2094,,,,8447,0,2021
Sexo Virtual,VICE VERSA,Rauw Alejandro,2021-06-25,USSD12100294,3460,23.2,293361823,61096,10057845,66.0,141862016,1051171,678500,156741590,1336043098,8383884,58.0,1054,,10.0,582123,2.0,7467616,1862,717742,1,2021
"Nï¿½ï¿½o, Nï¿½",Piseiro Sofrï¿½ï¿½,Mari Fernandez,2021-04-29,BCFWR2100002,3469,23.2,158404124,19033,5413126,51.0,156298379,1025633,2418608,89218584,927182106,218620029,32.0,5312,,27.0,134250,4.0,1380,4,,0,2021
ýý ýýýýýýýý ýýýýýýýýýý,ýý ýýýýýýýý ýýýýýýýýýý,Moreart,2020-12-04,FR26V2072992,3475,23.2,60358583,32582,1788403,50.0,43371351,749082,3001121,650159397,8680132146,994101,4.0,340,,,,3.0,2287886,1511,3413948,1,2020
Chasin' You,If I Know Me,Morgan Wallen,2018-04-27,QZ22S1800006,3466,23.2,609984789,66397,14589013,74.0,255780709,1101498,91600,18502723,142412314,400499073,43.0,162999,8,4.0,3383,12.0,231456245,81165,1494580,0,2018
Ali Cabbar,Parti ï¿½ï¿½,Emir Can ï¿½ï¿½ï,2023-06-02,TRAUR2300024,3467,23.2,63442980,10414,1765706,58.0,127252829,552569,84400,3171710,108671025,4788783,7.0,4502,,,,,,,224773,0,2023
Clouds,Clouds - Single,BUNT.,2023-01-12,QZTBB2202743,3459,23.2,149986283,48038,50298372,63.0,9500978,157127,369,686653,13195696,5469007,31.0,11060,185,40.0,658774,11.0,2277841,391,668816,0,2023
Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,2023-08-25,QMRSZ2301462,3456,23.2,21485335,4032,1727967,1.0,5878965,68296,7812,786980,9858141,151380225,9.0,85293,8,,,11.0,28859182,1470,92321,0,2023
Spin You Around (1/24),Spin You Around (1/24),Morgan Wallen,2024-01-26,USUG12400786,3453,23.2,77564567,7109,6908240,,,,,,,,23.0,4805,,8.0,1666518,15.0,18934813,5191,115609,0,2024
Solo Me Dejaste,Solo Me Dejaste,Grupo Marca Registrada,2022-07-08,USDXS2202170,3454,23.2,175374235,19506,8147122,66.0,236220298,1251377,32800,18078777,146435027,,4.0,104,,,,,12750592,2203,460868,0,2022
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,2015-01-09,USSM11408374,3457,23.2,1060255231,88246,45330466,71.0,950074212,5331921,639780,19939783,196304893,200462207,117.0,54682,32,183.0,224787,23.0,,,8460234,0,2015
"Don't Give Up On Me - (From ""Five Feet Apart"")","Don't Give Up On Me (From ""Five Feet Apart"")",Andy Grammer,2019-02-13,QMRSZ1802908,3463,23.2,509011250,72182,9700882,67.0,220773540,2241242,195726,94397647,685543612,40401043,31.0,9535,,2.0,16182,1.0,127404246,79212,3377256,0,2019
Jingle Bell Rock,"Essential Classics, Vol. 141: Bobby Helms",Bobby Helms,2023-11-03,ES31E2304202,3478,23.1,964357785,2,21523,,,,,,,,,,,,,,,,,0,2023
Talk Dirty (feat. 2 Chainz),VTM Kzoom Hits Best Of 2013,Jason Derulo,2013-01-01,USWB11302648,3489,23.1,718634962,116033,31380421,65.0,88651556,872188,220691,63662766,429272415,30042463,64.0,49011,625,42.0,160808,11.0,524355500,700893,14696611,1,2013
Nail Tech,Nail Tech,Jack Harlow,2022-02-18,USAT22200223,3497,23.1,224376030,65837,16010323,56.0,67524036,880646,28152,15485348,205572867,491741705,28.0,28104,103,17.0,45115,9.0,10975482,3861,581658,1,2022
Lahore,Kultural Inkursions,Guru Randhawa,2018-07-27,TCADS1892866,3496,23.1,77999,96,7682,,1174983850,6804449,,433,6457,166548749,,,,,,,,,,0,2018
The Summoning,The Summoning - Single,Sleep Token,2023-01-06,GBUM72200352,3484,23.1,135976140,41454,4335379,69.0,37952419,465940,3074,1344946,14785534,6852259,22.0,3782,3,1.0,1382,2.0,2998363,3325,390413,0,2023
Feel It Still,Woodstock,Portugal. The Man,2017-06-15,USAT21700438,3492,23.1,1303018999,239,18020,26.0,,,,,,,309.0,,,,,4.0,677785992,228376,21207408,0,2017
TROLLZ (with Nicki Minaj),TROLLZ (with Nicki Minaj),6ix9ine,2020-06-12,QZA742002508,3481,23.1,169376113,37282,5544584,2.0,485978356,7474199,481594,84039891,728033853,309404629,12.0,5773,,5.0,22966,,4875023,8123,1192023,1,2020
Cover Me Up,Cover Me Up,Morgan Wallen,2019-04-05,QZ22S1800057,3499,23.1,457252350,58811,6992809,70.0,284333103,1250573,152118,25018657,226942604,162713583,14.0,946,,2.0,3288,7.0,189236636,95208,821584,0,2019
